source,date,assertionType,evidenceType,exactText,prefix,suffix,modality,statementType,drug1Lab,drug1Role,drug1Type,drug1rxc,dose1,drug2Lab,drug2Role,drug2Type,drug2rxc,dose2,objectRegimens,objectFormulation,objectDuration,preciptRegimens,preciptFormulation,preciptDuration,numOfParticipants,auc,aucType,aucDirection,cl,clType,clDirection,cmax,cmaxType,cmaxDirection,t12,t12Type,t12Direction
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 11:48:50 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of OAT3 in vivo. In patients taking AUBAGIO, exposure of drugs which are OAT3 substrates (e.g., cefaclor, cimetidine, ciprofloxacin, penicillin G, ketoprofen, furosemide, methotrexate, zidovudine) may be increased. Monitor these patients and adjust the dose of the concomitant drug(s) which are OAT3 substrates as required [see Clinical Pharmacology (12.3)].",on organic anion transporter 3 (OAT3) substrates   ,xsd:String,ncit:positive,ncit:Qualitative,furosemide,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/4603,,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)]",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,xsd:String,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,methotrexate,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6851,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)].",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,xsd:String,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,rifampin,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/9384,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 11:48:50 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of OAT3 in vivo. In patients taking AUBAGIO, exposure of drugs which are OAT3 substrates (e.g., cefaclor, cimetidine, ciprofloxacin, penicillin G, ketoprofen, furosemide, methotrexate, zidovudine) may be increased. Monitor these patients and adjust the dose of the concomitant drug(s) which are OAT3 substrates as required [see Clinical Pharmacology (12.3)].",on organic anion transporter 3 (OAT3) substrates   ,xsd:String,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,ketoprofen,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 11:38:24 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide is an inhibitor of CYP2C8 in vivo. In patients taking AUBAGIO, exposure of drugs metabolized by CYP2C8 (e.g., paclitaxel, pioglitazone, repaglinide, rosiglitazone) may be increased. Monitor these patients and adjust the dose of the concomitant drug(s) metabolized by CYP2C8 as required [see Clinical Pharmacology (12.3)].",AUBAGIO on CYP2C8 substrates   ,xsd:String,ncit:positive,ncit:Qualitative,pioglitazone,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide did not affect the pharmacokinetics of bupropion (a CYP2B6 substrate), midazolam (a CYP3A4 substrate), S-warfarin (a CYP2C9 substrate), omeprazole (a CYP2C19 substrate), and metoprolol (a CYP2D6 substrate).",[see Drug Interactions (7) ] .  ,xsd:String,ncit:negative,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,omeprazole,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/7646,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4e338e89-3cf2-48eb-b6e2-a06c608c6513.html,2015-08-20 11:10:08 -0400,DDI-clinical-trial,evidence-supports,"In a CYP2C8 drug-drug interaction trial in healthy subjects, the AUC of pioglitazone (CYP2C8 substrate) was increased by 46% when pioglitazone was given together with a single dose of 1,000 mg abiraterone acetate. Therefore, patients should be monitored closely for signs of toxicity related to a CYP2C8 substrate with a narrow therapeutic index if used concomitantly with ZYTIGA [see Clinical Pharmacology (12.3)].",Clinical Pharmacology (12.3) ] .  ,xsd:String,ncit:positive,ncit:quantitative,abiraterone acetate,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,pioglitazone,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,1000,UNK,UNK,Unk,SD,UNK,1,Unk,46,Percent,Increase,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4e338e89-3cf2-48eb-b6e2-a06c608c6513.html,2015-08-20 11:10:08 -0400,drug-drug-interaction,evidence-supports,"In a dedicated drug interaction trial, co-administration of ketoconazole, a strong inhibitor of CYP3A4, had no clinically meaningful effect on the pharmacokinetics of abiraterone [see Clinical Pharmacology (12.3)].",Clinical Pharmacology (12.3) ] .  ,xsd:String,ncit:negative,ncit:Qualitative,ketoconazole,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6135,,abiraterone,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4e338e89-3cf2-48eb-b6e2-a06c608c6513.html,2015-08-20 11:17:13 -0400,DDI-clinical-trial,evidence-supports,"In an in vivo drug-drug interaction trial, the Cmax and AUC of dextromethorphan (CYP2D6 substrate) were increased 2.8- and 2.9-fold, respectively when dextromethorphan 30 mg was given with abiraterone acetate 1,000 mg daily (plus prednisone 5 mg twice daily). The AUC for dextrorphan, the active metabolite of dextromethorphan, increased approximately 1.3 fold [see Drug Interactions (7.2)].","has the potential to inhibit CYP1A2, CYP2D6, CYP2C8 and to a lesser extent CYP2C9, CYP2C19 and CYP3A4/5.  ",xsd:String,ncit:positive,ncit:quantitative,abiraterone acetate,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,dextrorphan,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,http://purl.bioontology.org/ontology/RXNORM/,1000,UNK,UNK,Unk,Daily,UNK,Unk,Unk,1.3,Fold,Increase,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4e338e89-3cf2-48eb-b6e2-a06c608c6513.html,2015-08-20 11:17:13 -0400,DDI-clinical-trial,evidence-supports,"In an in vivo drug-drug interaction trial, the Cmax and AUC of dextromethorphan (CYP2D6 substrate) were increased 2.8- and 2.9-fold, respectively when dextromethorphan 30 mg was given with abiraterone acetate 1,000 mg daily (plus prednisone 5 mg twice daily). The AUC for dextrorphan, the active metabolite of dextromethorphan, increased approximately 1.3 fold [see Drug Interactions (7.2)].","has the potential to inhibit CYP1A2, CYP2D6, CYP2C8 and to a lesser extent CYP2C9, CYP2C19 and CYP3A4/5.  ",xsd:String,ncit:positive,ncit:quantitative,dextromethorphan,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,1000,abiraterone acetate,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,30,UNK,UNK,Unk,Daily,UNK,Unk,Unk,2.9,Fold,Increase,Unk,UNK,UNK,2.8,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4e338e89-3cf2-48eb-b6e2-a06c608c6513.html,2015-08-20 11:10:08 -0400,DDI-clinical-trial,evidence-supports,"Based on in vitro data, ZYTIGA is a substrate of CYP3A4.    In a dedicated drug interaction trial, co-administration of rifampin, a strong CYP3A4 inducer, decreased exposure of abiraterone by 55%. Avoid concomitant strong CYP3A4 inducers during ZYTIGA treatment. If a strong CYP3A4 inducer must be co-administered, increase the ZYTIGA dosing frequency [see Dosage and Administration (2.3) and Clinical Pharmacology (12.3)].",7.1 Drugs that Inhibit or Induce CYP3A4 Enzymes  ,xsd:String,ncit:positive,ncit:quantitative,abiraterone,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,rifampin,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/9384,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,55,Percent,Decrease,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4e338e89-3cf2-48eb-b6e2-a06c608c6513.html,2015-08-20 11:30:25 -0400,DDI-clinical-trial,evidence-supports,"Abiraterone is a substrate of CYP3A4, in vitro. In a clinical pharmacokinetic interaction study of healthy subjects pretreated with a strong CYP3A4 inducer (rifampin, 600 mg daily for 6 days) followed by a single dose of abiraterone acetate 1,000 mg, the mean plasma AUC∞ of abiraterone was decreased by 55% [see Drug Interactions (7.1)].",", no increase in systemic exposure of theophylline was observed.  ",xsd:String,ncit:positive,ncit:quantitative,abiraterone acetate,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,600,rifampin,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/9384,1000,SD,UNK,1,Daily,UNK,6,Unk,55,Percent,Decrease,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4e338e89-3cf2-48eb-b6e2-a06c608c6513.html,2015-08-20 11:32:27 -0400,drug-drug-interaction,evidence-supports,"In a separate clinical pharmacokinetic interaction study of healthy subjects, co-administration of ketoconazole, a strong inhibitor of CYP3A4, had no clinically meaningful effect on the pharmacokinetics of abiraterone [see Drug Interactions (7.1)].",[see Drug Interactions (7.1) ] .  ,xsd:String,ncit:negative,ncit:Qualitative,ketoconazole,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6135,,abiraterone,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4e338e89-3cf2-48eb-b6e2-a06c608c6513.html,2015-08-20 11:30:25 -0400,DDI-clinical-trial,evidence-supports,"In a clinical study to determine the effects of abiraterone acetate 1,000 mg daily (plus prednisone 5 mg twice daily) on a single 100 mg dose of the CYP1A2 substrate theophylline, no increase in systemic exposure of theophylline was observed.",[see Drug Interactions (7.2) ] .  ,xsd:String,ncit:negative,ncit:quantitative,theophylline,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/10438,1000,abiraterone acetate,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,100,SD,UNK,1,Daily,UNK,Unk,Unk,0,Percent,Increase,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4e338e89-3cf2-48eb-b6e2-a06c608c6513.html,2015-08-20 11:10:08 -0400,DDI-clinical-trial,evidence-supports,"ZYTIGA is an inhibitor of the hepatic drug-metabolizing enzymes CYP2D6 and CYP2C8. In a CYP2D6 drug-drug interaction trial, the Cmax and AUC of dextromethorphan (CYP2D6 substrate) were increased 2.8- and 2.9-fold, respectively, when dextromethorphan was given with abiraterone acetate 1,000 mg daily and prednisone 5 mg twice daily. Avoid co-administration of abiraterone acetate with substrates of CYP2D6 with a narrow therapeutic index (e.g., thioridazine). If alternative treatments cannot be used, exercise caution and consider a dose reduction of the concomitant CYP2D6 substrate drug [see Clinical Pharmacology (12.3)].",7.2 Effects of Abiraterone on Drug Metabolizing Enzymes  ,xsd:String,ncit:positive,ncit:quantitative,dextromethorphan,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,1000,abiraterone acetate,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,UNK,UNK,Unk,Daily,UNK,Unk,Unk,2.9,Fold,Increase,Unk,UNK,UNK,2.8,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4e338e89-3cf2-48eb-b6e2-a06c608c6513.html,2015-08-20 11:32:27 -0400,DDI-clinical-trial,evidence-supports,"In a CYP2C8 drug-drug interaction trial in healthy subjects, the AUC of pioglitazone was increased by 46% when pioglitazone was given together with a single dose of 1,000 mg abiraterone acetate [see Drug Interactions (7.2)].",[see Drug Interactions (7.1) ] .  ,xsd:String,ncit:positive,ncit:quantitative,pioglitazone,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,1000,abiraterone acetate,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,UNK,UNK,Unk,SD,UNK,1,Unk,46,Percent,Increase,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"In a study of 13 healthy, male volunteers, a single 40 mg dose of tacrine added to fluvoxamine 100 mg/day administered at steady-state was associated with 5- and 8-fold increases in tacrine Cmax and AUC, respectively, compared to the administration of tacrine alone. Five subjects experienced nausea, vomiting, sweating, and diarrhea following coadministration, consistent with the cholinergic effects of tacrine. ",    Tacrine   ,xsd:String,ncit:positive,ncit:quantitative,fluvoxamine,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/42355,40,tacrine,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/10318,100,SD,Oral,1,Daily,Oral,Unk,13,8,Fold,Increase,Unk,UNK,UNK,5,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"Coadministration of fluvoxamine maleate 100 mg per day with atenolol 100 mg per day (N = 6) did not affect the plasma concentrations of atenolol. Unlike propranolol and metoprolol which undergo hepatic metabolism, atenolol is eliminated primarily by renal excretion. ","tablets, a reduction in the initial beta-blocker dose and more cautious dose titration are recommended. No dosage adjustment is required for fluvoxamine maleate tablets.  ",xsd:String,ncit:negative,ncit:quantitative,atenolol,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/1202,100,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,100,Daily,Oral,Unk,Daily,Oral,Unk,6,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,drug-drug-interaction,evidence-supports,"Significantly increased plasma TCA levels have been reported with the coadministration of fluvoxamine maleate and amitriptyline, clomipramine or imipramine. Caution is indicated with the coadministration of fluvoxamine maleate tablets and TCAs; plasma TCA concentrations may need to be monitored, and the dose of TCA may need to be reduced. ",Tricyclic Antidepressants (TCAs)   ,xsd:String,ncit:positive,ncit:Qualitative,clomipramine,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2597,,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"A study of multiple doses of fluvoxamine maleate (50 mg b.i.d.) in healthy male volunteers (N = 12) and a single dose of lorazepam (4 mg single dose) indicated no significant pharmacokinetic interaction. On average, both lorazepam alone and lorazepam with fluvoxamine produced substantial decrements in cognitive functioning; however, the coadministration of fluvoxamine and lorazepam did not produce larger mean decrements compared to lorazepam alone. ",   Lorazepam  ,xsd:String,ncit:negative,ncit:quantitative,fluvoxamine,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/42355,4,lorazepam,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6470,50,BID,Oral,Unk,SD,Oral,1,12,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"Coadministration of fluvoxamine maleate 100 mg per day and propranolol 160 mg per day in normal volunteers resulted in a mean 5-fold increase (range 2 to 17) in minimum propranolol plasma concentrations. In this study, there was a slight potentiation of the propranolol-induced reduction in heart rate and reduction in the exercise diastolic pressure. ",Propranolol and Other Beta-Blockers   ,xsd:String,ncit:positive,ncit:quantitative,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,160,propranolol,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/8787,100,Daily,Oral,Unk,Daily,Oral,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,5,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,Administration of fluvoxamine maleate 100 mg daily for 18 days (N = 8) did not significantly affect the pharmacokinetics of a 1.25 mg single intravenous dose of digoxin. ,    Digoxin   ,xsd:String,ncit:positive,ncit:quantitative,digoxin,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/3407,100,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,1.25,SD,IV,1,Daily,Oral,18,8,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"A study of multiple doses of fluvoxamine maleate (50 mg b.i.d.) in healthy male volunteers (N = 12) and a single dose of lorazepam (4 mg single dose) indicated no significant pharmacokinetic interaction. On average, both lorazepam alone and lorazepam with fluvoxamine produced substantial decrements in cognitive functioning; however, the coadministration of fluvoxamine and lorazepam did not produce larger mean decrements compared to lorazepam alone. ",   Lorazepam  ,xsd:String,ncit:negative,ncit:quantitative,lorazepam,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6470,4,fluvoxamine,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/42355,50,SD,Oral,1,BID,Oral,Unk,12,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,drug-drug-interaction,evidence-supports,"Significantly increased plasma TCA levels have been reported with the coadministration of fluvoxamine maleate and amitriptyline, clomipramine or imipramine. Caution is indicated with the coadministration of fluvoxamine maleate tablets and TCAs; plasma TCA concentrations may need to be monitored, and the dose of TCA may need to be reduced. ",Tricyclic Antidepressants (TCAs)   ,xsd:String,ncit:positive,ncit:Qualitative,amitriptyline,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/704,,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,drug-drug-interaction,evidence-supports,"Significantly increased plasma TCA levels have been reported with the coadministration of fluvoxamine maleate and amitriptyline, clomipramine or imipramine. Caution is indicated with the coadministration of fluvoxamine maleate tablets and TCAs; plasma TCA concentrations may need to be monitored, and the dose of TCA may need to be reduced.",Tricyclic Antidepressants (TCAs)   ,xsd:String,ncit:positive,ncit:Qualitative,imipramine,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/5691,,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,,,,,,,,,,,,,,,,,,,,
